antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'fans', 'cool_user', 'cool', 'friend'})",frozenset({'useful_user'}),0.22116296773437957,0.3965567722667916,0.21985126193125257,0.994069053166702,2.5067509186248924,1.0,0.13214758930156242,101.74483850458935,0.7717625294381789,0.5525727069351232,0.9901714915990073,0.7742347628503328
"frozenset({'fans', 'cool', 'useful_user', 'friend'})",frozenset({'cool_user'}),0.22106927446272764,0.4011711658956491,0.21985126193125257,0.9944903581267218,2.478967689281548,1.0,0.13116464335133488,108.68743338994076,0.7659298312531297,0.5463647476570231,0.9907993043095217,0.771256973306369
"frozenset({'cool_user', 'useful_user', 'friend'})","frozenset({'fans', 'cool'})",0.2517421092697781,0.31609767523569715,0.21985126193125257,0.8733193765992091,2.762814930378787,1.0,0.14027616643214486,5.398634032614281,0.8527144459782098,0.6317773365193686,0.8147679590876525,0.7844181173474001
"frozenset({'fans', 'cool_user', 'friend'})","frozenset({'cool', 'useful_user'})",0.2483691514903086,0.3250922293142824,0.21985126193125257,0.8851794218889989,2.7228562914472283,1.0,0.1391083807803714,5.877933919068588,0.8418209633728512,0.6217335143907529,0.8298721942490875,0.7807264643128977
"frozenset({'cool_user', 'cool', 'friend'})","frozenset({'fans', 'useful_user'})",0.22573051472741112,0.3489840135855244,0.21985126193125257,0.9739545501712152,2.790828554479133,1.0,0.14107492091295432,24.995382713451523,0.8287598613239562,0.6195379537953796,0.959992610976833,0.8019648581448733
"frozenset({'fans', 'useful_user', 'friend'})","frozenset({'cool', 'cool_user'})",0.25028986355917315,0.3339696668033027,0.21985126193125257,0.8783865986617378,2.630138859823695,1.0,0.1362620395941514,5.476619565504661,0.8267087603246495,0.6033103004981522,0.8174056116114664,0.7683418475143449
"frozenset({'cool', 'useful_user', 'friend'})","frozenset({'fans', 'cool_user'})",0.2245710604907185,0.34561105580605495,0.21985126193125257,0.9789830508474576,2.832614971081334,1.0,0.1422370206115699,31.13624815116351,0.8343373367958326,0.6275532377227292,0.9678830925567817,0.8075531994325393
"frozenset({'fans', 'cool', 'friend'})","frozenset({'useful_user', 'cool_user'})",0.2281782514493178,0.38307665280787023,0.21985126193125257,0.9635066468203048,2.5151797682213375,1.0,0.13244150112249534,16.905088007516532,0.7805093673853116,0.5616995810891683,0.9408462115337484,0.768707984206875
"frozenset({'fans', 'useful_user', 'cool_user'})","frozenset({'cool', 'friend'})",0.3405867541137202,0.2563565028986356,0.21985126193125257,0.645507375949933,2.5180066378311037,1.0,0.13253963271306177,2.0977686040551733,0.9142377149884402,0.5830175787315982,0.523303000117882,0.7515535417828152
"frozenset({'cool', 'useful_user', 'cool_user'})","frozenset({'fans', 'friend'})",0.3197282895122094,0.263805117994964,0.21985126193125257,0.6876190476190477,2.606541726124412,1.0,0.13550530279015616,2.356721421052707,0.9060348801081229,0.6045148616880817,0.575681711437359,0.7605020876275039
"frozenset({'fans', 'cool', 'cool_user'})","frozenset({'useful_user', 'friend'})",0.29494641916027403,0.2555483984306377,0.21985126193125257,0.7453939008894537,2.9168404320552703,1.0,0.144478176891993,2.923934674660453,0.9320756607491476,0.6649192405780677,0.6579950952166445,0.8028527707930311
"frozenset({'fans', 'cool', 'useful_user'})","frozenset({'cool_user', 'friend'})",0.2943374128945365,0.25490425718803067,0.21985126193125257,0.7469361769855165,2.9302616803082167,1.0,0.14482340233472407,2.9442997182940904,0.9334964931539176,0.667448888888889,0.6603606644437021,0.8047109095357172
"frozenset({'funny_user', 'useful_user', 'friend'})",frozenset({'cool_user'}),0.24383673947414652,0.4011711658956491,0.24220881887919424,0.9933237271853986,2.476059626488155,1.0,0.14438854981615723,89.69508148239237,0.7883648090877045,0.601314220917047,0.9888511166557523,0.7985390166259216
"frozenset({'funny_user', 'cool_user', 'friend'})",frozenset({'useful_user'}),0.24449259237571003,0.3965567722667916,0.24220881887919424,0.990659130101552,2.4981520916633495,1.0,0.1452536256035423,64.60246575465892,0.7937766194050763,0.6072823373953897,0.9845207146767785,0.8007194055705633
"frozenset({'cool_user', 'useful_user', 'friend'})",frozenset({'funny_user'}),0.2517421092697781,0.3854775428939509,0.24220881887919424,0.9621307280762967,2.4959449540254783,1.0,0.14516788915493967,16.227469552204543,0.8009940770179669,0.6131700664136622,0.9383760975928531,0.795232587711965
"frozenset({'fans', 'funny_user', 'friend'})",frozenset({'useful_user'}),0.24286467178075774,0.3965567722667916,0.24073314985067634,0.9912234170805806,2.499575058104707,1.0,0.14442351951166532,68.75605611815125,0.7923708951066512,0.6038129369602256,0.9854558266361061,0.7991409465792743
"frozenset({'fans', 'useful_user', 'friend'})",frozenset({'funny_user'}),0.25028986355917315,0.3854775428939509,0.24073314985067634,0.9618174161246549,2.495132164908661,1.0,0.14425202823462405,16.094313027957554,0.799268407572939,0.609398161873703,0.9378662513732091,0.7931618526208739
"frozenset({'funny_user', 'useful_user', 'friend'})",frozenset({'fans'}),0.24383673947414652,0.38834689933829125,0.24073314985067634,0.9872718539865514,2.542242143992331,1.0,0.14603990813113282,48.055160587836816,0.8022691272805754,0.614977261847774,0.9791905804128536,0.8035819446657024
"frozenset({'fans', 'funny_user', 'friend'})",frozenset({'cool_user'}),0.24286467178075774,0.4011711658956491,0.24061603326111144,0.9907411872498433,2.469622125104451,1.0,0.14318572972796073,64.67663298344755,0.7859622067320391,0.5964408058990885,0.9845384653796693,0.7952625770429167
"frozenset({'fans', 'cool_user', 'friend'})",frozenset({'funny_user'}),0.2483691514903086,0.3854775428939509,0.24061603326111144,0.9687838921110954,2.513204491338211,1.0,0.14487530301397183,19.686069105510544,0.8010602804391515,0.6118954014772456,0.9492026572374431,0.7964931795731998
"frozenset({'funny_user', 'cool_user', 'friend'})",frozenset({'fans'}),0.24449259237571003,0.38834689933829125,0.24061603326111144,0.984144472121096,2.534189081457818,1.0,0.1456680931008237,38.57664691665815,0.801311075197489,0.6134667064795463,0.9740775811293184,0.8018674651084687
"frozenset({'funny_user', 'cool_user', 'useful_user', 'friend'})",frozenset({'fans'}),0.24220881887919424,0.38834689933829125,0.23910522925572408,0.987186306271457,2.542021857142506,1.0,0.14504418545159922,47.73433122560334,0.8005006747692022,0.6108185734801341,0.9790507172861861,0.8014432089275196
"frozenset({'fans', 'funny_user', 'cool_user', 'friend'})",frozenset({'useful_user'}),0.24061603326111144,0.3965567722667916,0.23910522925572408,0.9937211000243368,2.5058734827400473,1.0,0.14368731175005878,96.10652026185025,0.7913487522457016,0.6006649210038543,0.9895948787108779,0.7983372186477267
"frozenset({'fans', 'funny_user', 'useful_user', 'friend'})",frozenset({'cool_user'}),0.24073314985067634,0.4011711658956491,0.23910522925572408,0.9932376550717588,2.4758450743942935,1.0,0.14253003086039623,88.5534293885975,0.785096183253815,0.5936091646555985,0.988707382572258,0.7946278191864895
"frozenset({'fans', 'cool_user', 'useful_user', 'friend'})",frozenset({'funny_user'}),0.24648357439831353,0.3854775428939509,0.23910522925572408,0.9700655706547563,2.516529402392792,1.0,0.14409134663294382,20.528951797228455,0.7997534129442981,0.6086334366801813,0.951288306881065,0.7951743664174917
"frozenset({'funny_user', 'cool_user', 'friend'})","frozenset({'fans', 'useful_user'})",0.24449259237571003,0.3489840135855244,0.23910522925572408,0.9779651274190458,2.8023207062445543,1.0,0.1537812230765192,29.54480376606222,0.8512860359549353,0.6747306497455219,0.9661531006291981,0.8315558907784537
"frozenset({'funny_user', 'useful_user', 'friend'})","frozenset({'fans', 'cool_user'})",0.24383673947414652,0.34561105580605495,0.23910522925572408,0.98059558117195,2.837280708179158,1.0,0.15483255628175835,33.72370747058887,0.8563624917369607,0.6824898041051012,0.9703472697694309,0.8362144290136266
"frozenset({'fans', 'funny_user', 'friend'})","frozenset({'useful_user', 'cool_user'})",0.24286467178075774,0.38307665280787023,0.23910522925572408,0.9845204224333318,2.5700350444669673,1.0,0.1460694437046694,39.85401698044634,0.8068574066240659,0.6181047532546171,0.9749084264080421,0.8043455699864235
"frozenset({'funny_user', 'useful_user', 'cool_user'})","frozenset({'fans', 'friend'})",0.34689933829126895,0.263805117994964,0.23910522925572408,0.6892640108035112,2.612777250275596,1.0,0.14759140838542095,2.3691973495207703,0.9451307188669875,0.6434492105014341,0.5779161241243684,0.7978173550132983
"frozenset({'fans', 'funny_user', 'cool_user'})","frozenset({'useful_user', 'friend'})",0.32628681852784447,0.2555483984306377,0.23910522925572408,0.7328068916008614,2.8675855380082287,1.0,0.15572315535190528,2.7861931246268714,0.9666941182721427,0.697648988518316,0.6410873348436963,0.8342311268270118
"frozenset({'fans', 'funny_user', 'useful_user'})","frozenset({'cool_user', 'friend'})",0.327610235989928,0.25490425718803067,0.23910522925572408,0.7298466378293355,2.8632187076066073,1.0,0.15559598540351605,2.758047269244306,0.9678057982141184,0.6962690130277608,0.6374246333080448,0.8339331971595564
"frozenset({'cool_user', 'useful_user', 'friend'})","frozenset({'fans', 'funny_user'})",0.2517421092697781,0.3359138021900802,0.23910522925572408,0.9498022795999069,2.8275178733574386,1.0,0.1545415801595623,13.22940947351642,0.8637836292025233,0.6859984543530123,0.9244108361751241,0.8308037965184529
"frozenset({'fans', 'cool_user', 'friend'})","frozenset({'funny_user', 'useful_user'})",0.2483691514903086,0.35499209463020437,0.23910522925572408,0.9627009949544961,2.7118941788192292,1.0,0.1509361439266529,17.292898418681727,0.8398458492048124,0.6564208089511928,0.9421727939534017,0.8181259255396677
"frozenset({'fans', 'useful_user', 'friend'})","frozenset({'funny_user', 'cool_user'})",0.25028986355917315,0.3540551619136851,0.23910522925572408,0.9553132749988302,2.6982046239216406,1.0,0.1504888110879269,14.454960350515861,0.8395020366760975,0.6546527287885591,0.9308195957822664,0.8153232710874538
"frozenset({'fans', 'useful_user', 'cool_user'})","frozenset({'funny_user', 'friend'})",0.3405867541137202,0.2497042806113486,0.23910522925572408,0.7020391320793646,2.811482167468531,1.0,0.1540592588340033,2.5181015367041404,0.9771046119306098,0.6808510638297872,0.6028754260208002,0.829796358873039
"frozenset({'funny_user', 'cool', 'friend'})",frozenset({'cool_user'}),0.22103413948585818,0.4011711658956491,0.21844586285647363,0.9882901499496636,2.4635124205480246,1.0,0.12977333941619038,51.13889857941832,0.7626464129140748,0.5410297316896302,0.9804454138086881,0.7664052489691098
"frozenset({'cool_user', 'cool', 'friend'})",frozenset({'funny_user'}),0.22573051472741112,0.3854775428939509,0.21844586285647363,0.9677285462280794,2.510466729041884,1.0,0.1314318186831644,19.042292344472695,0.7770778856307318,0.5561784351145038,0.9474853141675317,0.767208746590372
"frozenset({'funny_user', 'cool', 'friend'})",frozenset({'useful_user'}),0.22103413948585818,0.3965567722667916,0.21733325525560696,0.9832565040004239,2.4794848373915,1.0,0.12968067034032726,36.04045581331906,0.7660032943184669,0.5429833801498127,0.9722534030873592,0.7656536507007435
"frozenset({'useful_user', 'cool', 'friend'})",frozenset({'funny_user'}),0.2245710604907185,0.3854775428939509,0.21733325525560696,0.9677705345501956,2.5105756545107996,1.0,0.13076615465255598,19.06710050972248,0.7759382532323027,0.5534116664678516,0.9475536409172391,0.7657865858629327
"frozenset({'fans', 'cool', 'friend'})",frozenset({'funny_user'}),0.2281782514493178,0.3854775428939509,0.2164783041517831,0.9487245290766309,2.461166795746738,1.0,0.12852071244126198,11.984725757554694,0.7692043564177985,0.5450417244124671,0.9165604603534929,0.7551546325276208
"frozenset({'funny_user', 'cool', 'friend'})",frozenset({'fans'}),0.22103413948585818,0.38834689933829125,0.2164783041517831,0.9793885444815345,2.5219424853148715,1.0,0.1306403814345427,29.675395806654038,0.7747197689832794,0.5509717419816383,0.9663020501389311,0.7684119657779668
"frozenset({'funny_user', 'cool_user', 'cool', 'friend'})",frozenset({'useful_user'}),0.21844586285647363,0.3965567722667916,0.21674767230778239,0.9922260347415826,2.5021033661077974,1.0,0.13012148601838497,77.62360747365263,0.7681313771351564,0.5442434936038817,0.9871173212306652,0.7694000817535438
"frozenset({'cool', 'funny_user', 'useful_user', 'friend'})",frozenset({'cool_user'}),0.21733325525560696,0.4011711658956491,0.21674767230778239,0.99730559896535,2.4859852445745436,1.0,0.12955983690899384,222.24933348948707,0.7637286262947994,0.5394997667910447,0.9955005489361917,0.7687964323430708
"frozenset({'cool', 'cool_user', 'useful_user', 'friend'})",frozenset({'funny_user'}),0.22335304795924343,0.3854775428939509,0.21674767230778239,0.9704263017146452,2.5174652054416047,1.0,0.13065008818257845,20.7793577650167,0.7761249105352009,0.5528108011231255,0.9518753172591524,0.7663549142406854
"frozenset({'funny_user', 'cool_user', 'friend'})","frozenset({'cool', 'useful_user'})",0.24449259237571003,0.3250922293142824,0.21674767230778239,0.8865204062080858,2.726981226460026,1.0,0.1372650304015347,5.947393254890264,0.8382368353880657,0.6142994655956451,0.8318591091689209,0.7766235578125953
"frozenset({'funny_user', 'useful_user', 'friend'})","frozenset({'cool', 'cool_user'})",0.24383673947414652,0.3339696668033027,0.21674767230778239,0.8889048991354466,2.6616336377009433,1.0,0.13531359767119794,5.995136851342508,0.825603311521673,0.6003113951149889,0.8331981362900721,0.7689544835135782
"frozenset({'funny_user', 'cool', 'friend'})","frozenset({'useful_user', 'cool_user'})",0.22103413948585818,0.38307665280787023,0.21674767230778239,0.9806072166587187,2.559819841462738,1.0,0.13207465399727192,31.81200637037441,0.7822518789872289,0.5595464852607709,0.968565327557231,0.7732073962776305
"frozenset({'funny_user', 'cool', 'cool_user'})","frozenset({'useful_user', 'friend'})",0.30288692393277505,0.2555483984306377,0.21674767230778239,0.7156059082824221,2.8002754573187265,1.0,0.13934540399117934,2.617676046198076,0.9222209370823582,0.634344473007712,0.6179817584943698,0.7818863638570681
"frozenset({'cool', 'funny_user', 'useful_user'})","frozenset({'cool_user', 'friend'})",0.3003689172571295,0.25490425718803067,0.21674767230778239,0.7216048660662064,2.8308858942827033,1.0,0.14018235657198075,2.676396430798119,0.9244210336071664,0.6402698495070055,0.6263632739557221,0.7859574985051914
"frozenset({'cool_user', 'useful_user', 'friend'})","frozenset({'funny_user', 'cool'})",0.2517421092697781,0.31874451015986416,0.21674767230778239,0.8609909281228192,2.7011945325458155,1.0,0.13650625700197597,4.900798779823866,0.841679618790817,0.6127334127930073,0.7959516305552256,0.7704976686469475
"frozenset({'cool_user', 'cool', 'friend'})","frozenset({'funny_user', 'useful_user'})",0.22573051472741112,0.35499209463020437,0.21674767230778239,0.9602054581301235,2.704864341078836,1.0,0.1366151240627445,16.208451588132256,0.814052088822354,0.5955016410322415,0.938303792033275,0.7853879390548344
"frozenset({'cool', 'useful_user', 'friend'})","frozenset({'funny_user', 'cool_user'})",0.2245710604907185,0.3540551619136851,0.21674767230778239,0.9651629726205997,2.7260242935136088,1.0,0.13723712912461308,18.541904596265073,0.816535699432505,0.5989514223761285,0.9460681077929054,0.7886745695692062
"frozenset({'cool', 'useful_user', 'cool_user'})","frozenset({'funny_user', 'friend'})",0.3197282895122094,0.2497042806113486,0.21674767230778239,0.6779120879120879,2.714859698249314,1.0,0.13691014978403915,2.329474939077696,0.9285360986485043,0.6145646543136083,0.5707187129491388,0.772964767749487
"frozenset({'funny_user', 'cool_user', 'cool', 'friend'})",frozenset({'fans'}),0.21844586285647363,0.38834689933829125,0.2155413714352638,0.986703838730431,2.540779494858043,1.0,0.13070859792167466,46.00223239331508,0.7759155363082718,0.550902505462927,0.9782619245203127,0.7708633039063657
"frozenset({'fans', 'funny_user', 'cool', 'friend'})",frozenset({'cool_user'}),0.2164783041517831,0.4011711658956491,0.2155413714352638,0.9956719324821467,2.4819130015469173,1.0,0.12869651776758007,138.35940211980935,0.7620529130261446,0.5360284266324926,0.9927724463630303,0.7664761250546426
"frozenset({'fans', 'cool_user', 'cool', 'friend'})",frozenset({'funny_user'}),0.22116296773437957,0.3854775428939509,0.2155413714352638,0.9745816564287227,2.5282449636679374,1.0,0.13028801405388102,24.176337666647157,0.7761170588460249,0.5511169671198419,0.9586372421750395,0.7668679078765113
"frozenset({'funny_user', 'cool_user', 'friend'})","frozenset({'fans', 'cool'})",0.24449259237571003,0.31609767523569715,0.2155413714352638,0.8815865108258287,2.788968663462889,1.0,0.13825783137295294,5.775544066253879,0.8490247914841884,0.624669065236576,0.8268561388280398,0.7817343447052448
"frozenset({'fans', 'funny_user', 'friend'})","frozenset({'cool', 'cool_user'})",0.24286467178075774,0.3339696668033027,0.2155413714352638,0.887495780488981,2.657414336409442,1.0,0.13443193792235067,5.920047586583759,0.8237554605306987,0.5965833576453046,0.8310824388867688,0.7664439205432702
"frozenset({'funny_user', 'cool', 'friend'})","frozenset({'fans', 'cool_user'})",0.22103413948585818,0.34561105580605495,0.2155413714352638,0.9751496847348063,2.8215234100671447,1.0,0.13914952911837353,26.333225040026285,0.8287674290901292,0.6138963941425664,0.9620251602878112,0.7994013418591008
"frozenset({'fans', 'funny_user', 'cool_user'})","frozenset({'cool', 'friend'})",0.32628681852784447,0.2563565028986356,0.2155413714352638,0.6605886575735822,2.5768359690675826,1.0,0.13189562369554386,2.190980100385365,0.9082903486109863,0.5871430850215344,0.5435832576370215,0.7506881338943794
"frozenset({'funny_user', 'cool', 'cool_user'})","frozenset({'fans', 'friend'})",0.30288692393277505,0.263805117994964,0.2155413714352638,0.7116232309952827,2.6975338325652483,1.0,0.13563825072804642,2.552892469618429,0.9027101160229768,0.6138144948804323,0.6082874575013079,0.7643354778727801
"frozenset({'fans', 'funny_user', 'cool'})","frozenset({'cool_user', 'friend'})",0.28643204309890496,0.25490425718803067,0.2155413714352638,0.7525043954695997,2.9521060329506903,1.0,0.14252862425428744,3.0105413153729277,0.9266934891400458,0.6615860234380618,0.6678338228099933,0.7990410789661346
"frozenset({'fans', 'cool_user', 'friend'})","frozenset({'funny_user', 'cool'})",0.2483691514903086,0.31874451015986416,0.2155413714352638,0.8678266610081576,2.7226403384105504,1.0,0.1363750679046643,5.154257999657423,0.8417822073035311,0.6130783836903295,0.8059856530141749,0.7720232658362364
"frozenset({'cool_user', 'cool', 'friend'})","frozenset({'fans', 'funny_user'})",0.22573051472741112,0.3359138021900802,0.2155413714352638,0.9548614714122653,2.8425788556075684,1.0,0.13971537596285524,14.712180892630359,0.8371849612115768,0.6227666486193827,0.9320291119788421,0.7982591298209085
"frozenset({'fans', 'cool', 'friend'})","frozenset({'funny_user', 'cool_user'})",0.2281782514493178,0.3540551619136851,0.2155413714352638,0.9446183852589437,2.667997777954249,1.0,0.13475368367319404,11.663524819680886,0.8100148710600833,0.5877994251038006,0.914262625110326,0.7766987265516048
"frozenset({'fans', 'cool', 'cool_user'})","frozenset({'funny_user', 'friend'})",0.29494641916027403,0.2497042806113486,0.2155413714352638,0.7307814485387548,2.9265875889255466,1.0,0.14189198801995428,2.786939144112655,0.9336951632952596,0.6549233123376393,0.6411834100818179,0.7969839891256224
"frozenset({'cool', 'funny_user', 'useful_user', 'friend'})",frozenset({'fans'}),0.21733325525560696,0.38834689933829125,0.2151431750307431,0.9899229401304089,2.549068736784432,1.0,0.13074247922913074,60.697575342134996,0.7764477957355176,0.5508906615486114,0.9835248773223101,0.7719601732830337
"frozenset({'fans', 'funny_user', 'cool', 'friend'})",frozenset({'useful_user'}),0.2164783041517831,0.3965567722667916,0.2151431750307431,0.993832503787059,2.5061544103915545,1.0,0.12929723747052319,97.84249667912717,0.7670269894082233,0.5407075999293577,0.9897794922049109,0.7681802802455673
"frozenset({'fans', 'cool', 'useful_user', 'friend'})",frozenset({'funny_user'}),0.22106927446272764,0.3854775428939509,0.2151431750307431,0.9731934731934732,2.524643759756478,1.0,0.1299259343015024,22.924359486825622,0.7752993854417795,0.549670855774985,0.9563782795949136,0.7656573187198452
"frozenset({'funny_user', 'useful_user', 'friend'})","frozenset({'fans', 'cool'})",0.24383673947414652,0.31609767523569715,0.2151431750307431,0.882324687800192,2.791303944713575,1.0,0.13806694854591303,5.811774041466437,0.8486851055181442,0.6239809782608694,0.8279354990636081,0.7814735702802368
"frozenset({'fans', 'funny_user', 'friend'})","frozenset({'cool', 'useful_user'})",0.24286467178075774,0.3250922293142824,0.2151431750307431,0.8858561990644741,2.7249380919778123,1.0,0.13618975745985507,5.9127851460539596,0.8360713891877403,0.6097925311203318,0.8308749641161283,0.7738236971977749
"frozenset({'funny_user', 'cool', 'friend'})","frozenset({'fans', 'useful_user'})",0.22103413948585818,0.3489840135855244,0.2151431750307431,0.9733481693424468,2.789090994003115,1.0,0.13800579389354567,24.426689287475895,0.8234767120252464,0.6062506187914589,0.9590611732834085,0.7949162485748411
"frozenset({'cool', 'funny_user', 'useful_user'})","frozenset({'fans', 'friend'})",0.3003689172571295,0.263805117994964,0.2151431750307431,0.7162631106952079,2.7151221179449645,1.0,0.1359043173717065,2.594639293497753,0.9028936198682717,0.616401583786323,0.614589973062525,0.7659007007416105
"frozenset({'fans', 'funny_user', 'cool'})","frozenset({'useful_user', 'friend'})",0.28643204309890496,0.2555483984306377,0.2151431750307431,0.7511142004334137,2.9392248397803407,1.0,0.14194592515760254,2.9911373122362233,0.9246130453236003,0.6582577847851794,0.665679005805192,0.7965011882093741
"frozenset({'fans', 'useful_user', 'friend'})","frozenset({'funny_user', 'cool'})",0.25028986355917315,0.31874451015986416,0.2151431750307431,0.8595760610172664,2.6967556573324254,1.0,0.1353646550725952,4.851419884496348,0.8392364241770125,0.6079359301055697,0.7938747781457355,0.7672733332717137
"frozenset({'cool', 'useful_user', 'friend'})","frozenset({'fans', 'funny_user'})",0.2245710604907185,0.3359138021900802,0.2151431750307431,0.9580182529335072,2.8519764495756053,1.0,0.13970665623944734,15.818450736652437,0.8374280807746455,0.6229864007867872,0.9367826839272617,0.7992448143546276
"frozenset({'fans', 'cool', 'friend'})","frozenset({'funny_user', 'useful_user'})",0.2281782514493178,0.35499209463020437,0.2151431750307431,0.9428732741364265,2.6560402003278933,1.0,0.1341416995996923,11.29082571457296,0.8078285895123435,0.5845850305498982,0.9114325182870098,0.7744619414131706
"frozenset({'fans', 'cool', 'useful_user'})","frozenset({'funny_user', 'friend'})",0.2943374128945365,0.2497042806113486,0.2151431750307431,0.7309406334553556,2.9272250826689903,1.0,0.14164586308690735,2.7885879946281547,0.9329948121765378,0.6541323932628279,0.6413955729830411,0.796266245624071
"frozenset({'funny_user', 'friend', 'cool_user', 'useful_user', 'cool'})",frozenset({'fans'}),0.21674767230778239,0.38834689933829125,0.21455759208291855,0.9898957151348139,2.5489986319486744,1.0,0.13038430560339925,60.53403173233308,0.7758535249481849,0.549391231332094,0.9834803668055391,0.7711926176627053
"frozenset({'funny_user', 'friend', 'cool_user', 'fans', 'cool'})",frozenset({'useful_user'}),0.2155413714352638,0.3965567722667916,0.21455759208291855,0.9954357748315584,2.510197390253769,1.0,0.1290832015365927,132.21153765716838,0.7669301253324201,0.5397124675936837,0.9924363635903466,0.7682435814500379
"frozenset({'funny_user', 'friend', 'useful_user', 'fans', 'cool'})",frozenset({'cool_user'}),0.2151431750307431,0.4011711658956491,0.21455759208291855,0.9972781709308656,2.4859168746695848,1.0,0.12824835372134363,220.00971364994084,0.761583406830316,0.5340485074626866,0.9954547461409313,0.766053110104891
"frozenset({'friend', 'cool_user', 'useful_user', 'fans', 'cool'})",frozenset({'funny_user'}),0.21985126193125257,0.3854775428939509,0.21455759208291855,0.975921585339868,2.531720986943083,1.0,0.1298098678315249,25.521715851315886,0.7755082295396265,0.5490619193190674,0.9608176814668031,0.7662618195885704
"frozenset({'funny_user', 'cool_user', 'useful_user', 'friend'})","frozenset({'fans', 'cool'})",0.24220881887919424,0.31609767523569715,0.21455759208291855,0.885837241912867,2.8024161875038955,1.0,0.1379959475136212,5.990590418657583,0.8487365389692637,0.6241695342577765,0.833071545521537,0.7823035783480601
"frozenset({'fans', 'funny_user', 'cool_user', 'friend'})","frozenset({'cool', 'useful_user'})",0.24061603326111144,0.3250922293142824,0.21455759208291855,0.8917011438306157,2.742917435189031,1.0,0.1363351894213043,6.231901190444075,0.8367633614082631,0.6110129073141447,0.8395353248646836,0.775845528324271
"frozenset({'funny_user', 'cool_user', 'cool', 'friend'})","frozenset({'fans', 'useful_user'})",0.21844586285647363,0.3489840135855244,0.21455759208291855,0.9822003002358997,2.814456427801943,1.0,0.13832347811211337,36.574548730731365,0.824884128937995,0.6080318619316296,0.9726585826837623,0.7985033315395218
"frozenset({'fans', 'funny_user', 'useful_user', 'friend'})","frozenset({'cool', 'cool_user'})",0.24073314985067634,0.3339696668033027,0.21455759208291855,0.8912673315495014,2.6687074310686696,1.0,0.13416002223877865,6.125393064366051,0.8235401860559732,0.5957529836428084,0.8367451705560882,0.7668568387302844
"frozenset({'cool', 'funny_user', 'useful_user', 'friend'})","frozenset({'fans', 'cool_user'})",0.21733325525560696,0.34561105580605495,0.21455759208291855,0.987228539095759,2.856472680809603,1.0,0.1394448162722614,51.23837821690739,0.8303890365882252,0.6158604228997883,0.9804833791622621,0.8040175226824102
